id,name,category,purchase_date,value,depreciation_rate,status,created_at
1462,Day Asset,Office Equipment,2024-11-21,41808.42,30.0,Disposed,2016-10-08T22:59:11
1463,Pay Asset,Vehicles,2015-11-25,53774.33,5.0,Active,2016-03-18T04:13:36
1464,Heart Asset,Office Equipment,2025-06-10,68732.62,5.0,Disposed,2016-08-17T00:15:34
1465,Nation Asset,Furniture,2019-12-17,7394.92,30.0,Active,2019-08-23T19:01:58
1466,Officer Asset,IT Equipment,2017-03-04,78244.33,30.0,Retired,2019-06-08T14:22:04
1467,Itself Asset,Furniture,2016-12-23,17771.84,25.0,Active,2017-05-22T01:47:56
1468,Project Asset,Tools,2016-04-15,59256.14,30.0,Retired,2021-09-28T08:43:01
1469,Send Asset,Office Equipment,2017-01-01,56087.87,20.0,Retired,2023-04-14T12:47:49
1470,She Asset,Office Equipment,2016-08-13,23057.16,10.0,Disposed,2017-05-20T21:22:45
1471,Myself Asset,Vehicles,2020-02-11,11733.42,25.0,Active,2025-04-07T09:32:47
1472,Middle Asset,Vehicles,2019-03-30,2685.00,20.0,Retired,2021-02-06T11:39:42
1473,Onto Asset,Vehicles,2019-01-28,71350.39,10.0,Disposed,2020-10-13T23:31:56
1474,Section Asset,Tools,2020-04-26,19588.50,30.0,Active,2017-12-25T18:25:06
1475,Drug Asset,Office Equipment,2017-07-18,45945.76,25.0,Disposed,2024-09-17T18:11:03
1476,Deep Asset,IT Equipment,2017-02-11,33575.00,15.0,Retired,2016-11-17T19:18:57
1477,Street Asset,IT Equipment,2018-06-15,32613.22,10.0,Retired,2019-04-26T06:51:51
1478,Along Asset,Vehicles,2025-06-25,6237.23,30.0,Active,2021-09-19T10:46:48
1479,Name Asset,Furniture,2020-07-24,34451.71,30.0,Disposed,2022-02-19T22:11:34
1480,Wind Asset,IT Equipment,2021-01-18,59070.29,25.0,Active,2022-12-11T20:33:26
1481,Fact Asset,Tools,2025-01-12,13037.49,15.0,Disposed,2024-05-17T11:13:11
1482,Fear Asset,Furniture,2022-09-24,19685.26,10.0,Retired,2019-10-04T03:26:32
1483,Resource Asset,Furniture,2024-08-09,48011.88,5.0,Retired,2017-06-30T14:15:24
1484,Year Asset,Tools,2023-12-30,48463.65,20.0,Retired,2022-10-06T20:40:22
1485,Over Asset,Office Equipment,2017-07-19,53629.31,5.0,Active,2018-12-05T08:25:24
1486,Bank Asset,Vehicles,2016-07-01,2603.06,5.0,Retired,2021-03-17T18:05:35
1487,General Asset,IT Equipment,2016-11-21,5583.68,10.0,Active,2019-11-15T17:09:02
1488,Industry Asset,IT Equipment,2020-10-26,6464.14,30.0,Retired,2024-07-31T16:54:36
1489,Ready Asset,Tools,2020-12-29,50347.38,30.0,Disposed,2023-10-23T06:28:53
1490,These Asset,IT Equipment,2016-07-06,8657.96,15.0,Retired,2020-05-04T19:28:58
1491,Themselves Asset,Vehicles,2023-10-03,23974.41,30.0,Disposed,2021-06-06T09:46:12
1492,Prepare Asset,Vehicles,2023-04-08,20119.24,30.0,Retired,2020-11-11T20:14:22
1493,Either Asset,IT Equipment,2017-09-29,75133.55,30.0,Retired,2025-11-01T00:11:17
1494,Take Asset,IT Equipment,2024-08-23,15501.16,15.0,Retired,2025-04-13T23:54:32
1495,According Asset,Furniture,2021-02-28,30174.42,25.0,Active,2025-01-21T14:16:01
1496,What Asset,Furniture,2017-01-03,15655.96,25.0,Retired,2025-01-27T14:06:03
1497,Its Asset,Office Equipment,2024-09-06,34866.60,30.0,Retired,2022-02-02T18:19:51
1498,Play Asset,IT Equipment,2025-06-01,66709.83,25.0,Active,2020-06-20T13:31:52
1499,Six Asset,IT Equipment,2020-10-09,62520.55,25.0,Retired,2015-11-15T01:42:36
1500,Example Asset,Tools,2016-01-22,447.25,30.0,Active,2020-04-11T03:50:13
1501,Population Asset,IT Equipment,2023-08-07,11559.45,10.0,Retired,2021-12-12T13:46:23
1502,Soldier Asset,IT Equipment,2020-01-01,49090.33,20.0,Retired,2025-08-05T10:42:42
1503,Candidate Asset,IT Equipment,2018-09-06,12179.60,25.0,Disposed,2017-07-19T04:38:38
1504,Rate Asset,Furniture,2020-04-25,15882.94,25.0,Active,2021-01-14T21:27:19
1505,Special Asset,Furniture,2017-04-18,20993.08,15.0,Disposed,2019-07-17T18:31:09
1506,Prevent Asset,Tools,2019-01-08,79430.03,15.0,Retired,2020-03-06T04:06:57
1507,Early Asset,Vehicles,2022-12-03,76391.51,15.0,Retired,2017-06-05T01:48:02
1508,Our Asset,Furniture,2018-01-19,77684.52,30.0,Retired,2018-03-29T09:42:55
1509,Money Asset,Tools,2020-02-04,60800.97,10.0,Active,2021-06-12T05:32:16
1510,Pressure Asset,IT Equipment,2023-02-16,51086.44,25.0,Disposed,2025-09-16T06:46:54
1511,Response Asset,Furniture,2015-11-30,36253.96,10.0,Active,2022-09-23T20:36:24
1512,Result Asset,Furniture,2018-07-09,11913.69,15.0,Retired,2024-05-23T10:54:48
1513,Successful Asset,Tools,2025-06-27,16056.78,10.0,Active,2024-06-19T07:02:58
1514,Final Asset,IT Equipment,2020-09-17,23150.20,5.0,Retired,2024-09-27T10:19:42
1515,Organization Asset,Office Equipment,2020-05-22,28551.96,25.0,Active,2024-01-01T18:24:05
1516,Probably Asset,Office Equipment,2016-02-17,5592.22,30.0,Disposed,2021-05-04T09:21:23
1517,Evening Asset,Vehicles,2018-04-10,35202.99,10.0,Disposed,2023-02-24T13:54:02
1518,Matter Asset,Office Equipment,2021-03-08,4317.19,5.0,Retired,2018-05-03T00:50:11
1519,Than Asset,Vehicles,2022-05-07,8024.41,10.0,Active,2021-05-12T19:35:26
1520,Bring Asset,Tools,2024-11-30,47569.69,25.0,Disposed,2021-11-08T06:15:17
1521,Program Asset,Vehicles,2019-05-09,17621.32,20.0,Active,2019-09-12T13:03:51
1522,Onto Asset,Vehicles,2021-12-21,20520.05,25.0,Active,2017-11-22T08:35:10
1523,Player Asset,Vehicles,2022-06-28,79310.35,15.0,Disposed,2019-02-18T06:31:50
1524,Score Asset,Vehicles,2016-06-27,49783.59,5.0,Retired,2025-05-16T22:28:42
1525,Fly Asset,IT Equipment,2021-03-01,13987.30,10.0,Disposed,2021-11-25T11:25:18
1526,Increase Asset,Vehicles,2024-07-13,2507.49,15.0,Active,2022-02-16T10:00:34
1527,Explain Asset,IT Equipment,2016-07-10,74734.17,20.0,Active,2021-01-03T16:35:48
1528,Skill Asset,Vehicles,2017-04-23,64399.46,15.0,Disposed,2018-05-24T03:44:06
1529,Upon Asset,Office Equipment,2017-07-01,21565.07,15.0,Retired,2019-12-13T17:46:44
1530,Artist Asset,IT Equipment,2024-04-05,72774.69,5.0,Active,2024-05-11T05:42:18
1531,Build Asset,Furniture,2022-01-01,69620.56,30.0,Disposed,2020-07-28T08:13:20
1532,Reveal Asset,Tools,2022-03-29,35867.50,15.0,Retired,2017-04-05T17:01:57
1533,Probably Asset,Office Equipment,2017-12-02,63722.12,25.0,Active,2020-12-17T19:11:29
1534,White Asset,IT Equipment,2020-04-16,28637.89,30.0,Active,2024-02-18T10:47:36
1535,Series Asset,Office Equipment,2018-12-06,61257.35,25.0,Disposed,2019-12-27T18:13:06
1536,Bed Asset,Office Equipment,2022-12-03,24542.34,10.0,Active,2021-12-02T08:10:13
1537,Watch Asset,Tools,2018-03-25,56178.77,25.0,Disposed,2017-07-27T19:08:04
1538,Even Asset,Vehicles,2021-12-06,63639.70,10.0,Disposed,2024-08-15T23:14:42
1539,Have Asset,Vehicles,2020-09-04,71206.36,15.0,Active,2024-07-01T22:06:09
1540,News Asset,Vehicles,2022-03-26,41463.33,10.0,Active,2019-09-25T17:20:07
1541,Bad Asset,Vehicles,2023-09-10,12208.60,5.0,Active,2017-04-01T02:58:30
1542,Difference Asset,Tools,2017-12-31,33261.63,5.0,Retired,2020-04-19T11:04:42
1543,Page Asset,Vehicles,2016-11-10,31687.85,15.0,Retired,2025-01-23T17:59:51
1544,Around Asset,Furniture,2020-06-11,4391.11,25.0,Active,2022-12-06T13:53:42
1545,Everyone Asset,Furniture,2017-01-08,41728.61,10.0,Disposed,2020-03-07T17:32:15
1546,Several Asset,IT Equipment,2025-04-20,75793.69,10.0,Disposed,2020-08-23T20:20:48
1547,Protect Asset,Tools,2016-07-07,77587.19,20.0,Disposed,2024-12-20T22:28:39
1548,Thank Asset,IT Equipment,2021-04-08,24604.26,10.0,Active,2017-02-28T04:02:43
1549,Summer Asset,Furniture,2022-06-11,20982.11,25.0,Active,2021-05-19T21:16:24
1550,Big Asset,IT Equipment,2020-01-14,54725.88,5.0,Disposed,2023-10-01T21:27:35
1551,Plant Asset,Vehicles,2016-08-03,41094.01,10.0,Disposed,2023-02-08T09:41:40
1552,Travel Asset,Office Equipment,2021-08-25,70740.24,10.0,Retired,2022-08-14T19:35:49
1553,Leg Asset,Vehicles,2023-04-20,6414.99,30.0,Retired,2025-10-26T21:49:37
1554,Whether Asset,Vehicles,2019-01-19,36502.61,5.0,Active,2018-02-07T10:21:26
1555,First Asset,Tools,2024-04-26,57143.52,15.0,Retired,2016-10-08T14:54:22
1556,Within Asset,Furniture,2021-07-06,10322.05,20.0,Active,2018-02-03T17:45:24
1557,Effort Asset,Vehicles,2025-08-21,17223.86,20.0,Active,2024-07-13T02:01:51
1558,Sport Asset,Furniture,2018-03-14,15549.12,25.0,Disposed,2018-01-13T00:54:07
1559,Great Asset,Tools,2017-05-27,48434.07,20.0,Retired,2023-10-23T03:46:47
1560,Present Asset,IT Equipment,2024-01-06,10972.72,30.0,Active,2019-07-13T03:12:42
1561,Company Asset,Furniture,2018-12-19,61467.98,5.0,Disposed,2024-08-23T21:30:12
1562,Seven Asset,IT Equipment,2016-11-10,1361.19,10.0,Retired,2023-06-29T22:39:25
1563,Behind Asset,Vehicles,2019-07-29,69404.08,20.0,Active,2018-08-17T04:42:43
1564,Enough Asset,Vehicles,2019-11-15,75959.74,20.0,Retired,2020-04-11T23:40:20
1565,Control Asset,Vehicles,2018-04-21,79458.62,5.0,Active,2016-03-13T19:48:40
1566,Employee Asset,Tools,2021-12-27,42246.42,20.0,Retired,2021-10-14T12:37:29
1567,Truth Asset,Office Equipment,2021-03-09,38012.12,10.0,Active,2022-09-02T12:00:33
1568,Decade Asset,Office Equipment,2022-04-01,6831.72,5.0,Active,2019-07-25T01:39:50
1569,Only Asset,Tools,2025-10-14,7965.11,30.0,Retired,2023-09-12T22:45:09
1570,Moment Asset,Tools,2024-03-19,76755.00,5.0,Retired,2017-08-12T00:47:17
1571,Senior Asset,Vehicles,2020-11-09,26049.02,10.0,Retired,2019-10-14T07:22:09
1572,American Asset,IT Equipment,2016-10-05,67567.10,30.0,Disposed,2021-12-20T16:50:44
1573,Upon Asset,IT Equipment,2022-05-20,74846.32,25.0,Retired,2018-07-15T17:30:15
1574,Contain Asset,Tools,2020-08-05,36245.72,20.0,Retired,2020-01-17T05:10:03
1575,Year Asset,Furniture,2016-02-15,37200.61,5.0,Active,2023-08-14T09:06:45
1576,Race Asset,Tools,2017-01-23,68789.31,30.0,Disposed,2024-03-27T22:03:42
1577,Grow Asset,Vehicles,2018-08-05,76104.71,30.0,Disposed,2023-07-31T13:51:27
1578,Ago Asset,Vehicles,2023-02-21,898.49,20.0,Disposed,2016-02-18T15:42:19
1579,End Asset,Furniture,2024-09-01,79495.48,15.0,Retired,2023-01-31T14:53:15
1580,Those Asset,Vehicles,2023-12-19,6960.08,25.0,Retired,2016-06-20T07:22:32
1581,Then Asset,Furniture,2020-03-30,74732.06,10.0,Disposed,2020-05-15T10:14:23
1582,Heavy Asset,Office Equipment,2022-05-03,45045.08,30.0,Active,2016-05-22T09:26:00
1583,Mean Asset,Furniture,2019-05-27,79550.29,5.0,Retired,2022-05-04T01:04:49
1584,Little Asset,Tools,2023-12-15,52405.50,5.0,Disposed,2020-10-13T16:27:47
1585,Next Asset,IT Equipment,2025-07-18,1397.04,5.0,Active,2023-07-06T03:55:58
1586,Mouth Asset,Furniture,2022-08-26,34587.53,15.0,Disposed,2023-03-06T23:47:16
1587,Pressure Asset,IT Equipment,2018-02-04,50753.33,10.0,Retired,2020-11-04T03:26:01
1588,Group Asset,Vehicles,2017-04-05,17621.21,20.0,Disposed,2024-12-22T21:58:53
1589,Base Asset,Tools,2025-07-24,62095.91,20.0,Disposed,2018-10-04T13:05:25
1590,Allow Asset,Tools,2022-07-24,61748.38,10.0,Active,2016-12-02T13:20:20
1591,Peace Asset,Office Equipment,2020-06-23,70996.19,25.0,Disposed,2021-05-03T10:02:19
1592,Sign Asset,Vehicles,2023-06-02,32501.31,20.0,Retired,2018-06-03T14:11:35
1593,Foreign Asset,Tools,2023-02-10,26949.15,20.0,Disposed,2024-08-23T17:36:59
1594,Family Asset,Office Equipment,2018-11-08,43285.25,20.0,Disposed,2017-05-31T03:09:51
1595,Name Asset,Vehicles,2017-10-21,52411.94,15.0,Retired,2023-07-25T19:29:52
1596,Open Asset,Office Equipment,2019-03-29,70182.19,10.0,Active,2017-06-04T11:17:11
1597,Approach Asset,Tools,2016-04-19,64052.32,30.0,Active,2017-06-03T02:42:31
1598,Discuss Asset,Vehicles,2023-02-08,20187.41,5.0,Retired,2021-10-22T15:53:25
1599,Between Asset,Vehicles,2022-04-22,47503.52,25.0,Disposed,2020-06-20T00:23:35
1600,Six Asset,IT Equipment,2016-08-12,6444.00,30.0,Retired,2021-12-09T01:42:26
1601,Wish Asset,Tools,2022-01-15,77418.22,20.0,Active,2016-08-23T16:48:12
1602,Account Asset,IT Equipment,2020-07-26,7762.21,10.0,Retired,2021-10-26T06:18:48
1603,Recognize Asset,Office Equipment,2023-07-15,48339.36,15.0,Disposed,2022-10-10T12:24:50
1604,Hard Asset,Tools,2016-01-07,36198.15,10.0,Active,2024-09-21T16:47:27
1605,Open Asset,Furniture,2020-12-10,39736.75,20.0,Disposed,2020-05-19T14:07:36
1606,Everybody Asset,Vehicles,2022-08-03,16009.54,15.0,Active,2018-06-18T04:16:36
1607,Magazine Asset,Tools,2022-09-01,61624.42,25.0,Active,2024-07-18T13:29:15
1608,They Asset,Furniture,2021-11-14,76644.26,25.0,Disposed,2019-10-17T15:41:51
1609,Lawyer Asset,Office Equipment,2024-12-08,53836.80,25.0,Active,2022-12-28T15:01:19
1610,Wear Asset,IT Equipment,2024-03-02,6002.23,30.0,Active,2025-04-05T09:48:37
1611,Particularly Asset,Vehicles,2024-02-29,72612.49,5.0,Active,2024-01-18T04:57:08
1612,Degree Asset,Vehicles,2021-02-21,7670.43,25.0,Active,2018-12-04T02:46:39
1613,Team Asset,Office Equipment,2017-02-23,50590.15,15.0,Retired,2016-07-06T18:51:20
1614,Remain Asset,Vehicles,2022-06-11,15977.55,10.0,Disposed,2021-04-10T03:36:49
1615,Mean Asset,Furniture,2023-12-09,18262.67,25.0,Disposed,2020-06-04T23:48:28
1616,Heart Asset,Office Equipment,2018-09-28,46932.94,30.0,Disposed,2020-09-04T09:51:42
1617,Sometimes Asset,Vehicles,2019-07-06,63593.40,30.0,Retired,2019-06-14T03:08:38
1618,Walk Asset,IT Equipment,2019-07-21,72877.26,10.0,Disposed,2020-05-11T11:20:21
1619,Raise Asset,Vehicles,2018-08-18,62172.08,10.0,Active,2024-08-19T21:32:51
1620,Major Asset,Tools,2018-05-09,16685.26,25.0,Disposed,2024-01-09T12:50:17
1621,Trial Asset,IT Equipment,2023-04-13,32847.89,30.0,Disposed,2016-12-19T05:18:43
1622,Deal Asset,Office Equipment,2023-08-01,65275.80,5.0,Retired,2023-09-05T07:09:45
1623,West Asset,IT Equipment,2017-04-09,26167.53,10.0,Disposed,2021-09-16T10:43:02
1624,Yet Asset,Vehicles,2020-05-13,29316.68,10.0,Active,2019-07-27T15:07:15
1625,Deal Asset,Vehicles,2021-12-11,48689.06,15.0,Disposed,2025-07-22T03:03:28
1626,Ability Asset,Vehicles,2016-02-29,58754.16,30.0,Active,2022-09-17T16:46:13
1627,Responsibility Asset,Vehicles,2018-05-24,69350.76,10.0,Disposed,2023-01-21T17:51:15
1628,Man Asset,IT Equipment,2023-06-11,16411.42,15.0,Active,2019-12-23T17:32:01
1629,Where Asset,Vehicles,2017-01-01,43444.73,25.0,Retired,2021-01-26T15:55:57
1630,Newspaper Asset,IT Equipment,2021-10-02,44289.37,30.0,Active,2018-06-08T21:55:18
1631,Perhaps Asset,Office Equipment,2017-11-04,18006.56,15.0,Retired,2020-11-20T15:57:52
1632,Sound Asset,Office Equipment,2016-11-02,1261.16,25.0,Retired,2020-12-08T18:06:41
1633,Pull Asset,Tools,2019-07-10,23553.76,30.0,Disposed,2024-12-05T16:03:36
1634,Green Asset,Office Equipment,2023-07-06,63543.85,15.0,Retired,2020-08-21T04:10:11
1635,Order Asset,Furniture,2021-02-01,47474.14,30.0,Active,2018-09-08T23:27:00
1636,Bill Asset,Vehicles,2018-06-05,72171.00,20.0,Retired,2016-08-16T03:01:58
1637,Voice Asset,Office Equipment,2024-11-26,25455.27,5.0,Disposed,2025-04-02T16:48:52
1638,Ready Asset,Office Equipment,2019-07-03,38267.62,10.0,Retired,2019-02-02T17:43:52
1639,Quickly Asset,Furniture,2021-10-19,47343.08,15.0,Retired,2019-10-17T07:19:50
1640,Finish Asset,Office Equipment,2016-03-04,50884.75,10.0,Retired,2022-06-06T05:38:52
1641,Small Asset,Vehicles,2021-03-30,15818.19,25.0,Disposed,2023-03-22T08:37:03
1642,State Asset,Tools,2017-07-10,76778.22,5.0,Retired,2017-11-24T03:02:05
1643,Window Asset,Vehicles,2023-05-26,13853.40,30.0,Retired,2018-06-04T19:17:33
1644,Sing Asset,IT Equipment,2022-08-12,63573.63,10.0,Active,2021-11-09T13:57:16
1645,Win Asset,Furniture,2017-02-21,57533.91,15.0,Active,2018-11-21T07:19:49
1646,I Asset,Furniture,2019-06-18,45941.13,15.0,Active,2019-02-11T05:55:11
1647,Tax Asset,Tools,2021-03-31,22592.85,10.0,Retired,2021-09-11T22:27:01
1648,She Asset,Vehicles,2021-03-30,20074.63,5.0,Disposed,2019-02-20T12:33:15
1649,Black Asset,Furniture,2019-04-23,24639.31,5.0,Disposed,2019-12-27T07:28:20
1650,Trip Asset,Furniture,2022-09-02,44028.37,20.0,Retired,2016-03-20T00:58:37
1651,Child Asset,Tools,2021-04-01,43540.22,20.0,Disposed,2020-08-15T13:21:17
1652,Light Asset,IT Equipment,2020-10-03,52562.51,15.0,Active,2018-03-31T04:35:26
1653,Risk Asset,IT Equipment,2025-01-19,52390.41,30.0,Retired,2022-06-26T16:04:46
1654,Make Asset,Office Equipment,2020-12-19,79587.34,20.0,Retired,2024-01-14T07:52:12
1655,Them Asset,IT Equipment,2017-03-05,53695.22,20.0,Retired,2024-11-22T01:44:44
1656,Now Asset,Tools,2020-12-02,78285.35,10.0,Retired,2019-10-19T10:42:46
1657,Suggest Asset,IT Equipment,2017-09-08,3583.03,25.0,Active,2025-02-13T23:16:09
1658,Speech Asset,Furniture,2019-03-17,27192.76,25.0,Disposed,2025-03-19T15:18:30
1659,Discover Asset,Furniture,2023-03-24,44754.13,5.0,Active,2023-04-28T19:24:28
1660,Special Asset,Tools,2025-07-11,31548.74,20.0,Retired,2023-10-18T16:45:00
1661,Friend Asset,Furniture,2021-11-01,68720.00,20.0,Retired,2021-09-26T04:20:00
1662,Charge Asset,Vehicles,2019-06-28,70635.27,20.0,Active,2016-04-02T15:50:20
1663,Better Asset,Furniture,2024-08-13,49087.82,5.0,Retired,2023-02-10T12:40:36
1664,Matter Asset,Furniture,2020-05-24,68564.68,25.0,Disposed,2015-11-26T23:58:43
1665,Statement Asset,Office Equipment,2016-08-21,28116.05,15.0,Retired,2024-10-31T17:25:30
1666,Issue Asset,IT Equipment,2016-11-04,19835.08,10.0,Disposed,2019-03-18T03:52:55
1667,Campaign Asset,Tools,2024-02-28,11957.72,20.0,Active,2024-03-01T11:31:31
1668,Offer Asset,Office Equipment,2017-05-23,36330.96,10.0,Retired,2020-03-25T10:27:09
1669,Democrat Asset,Furniture,2018-02-23,64122.91,25.0,Disposed,2024-05-02T01:52:54
1670,Scene Asset,IT Equipment,2020-10-16,13063.73,25.0,Retired,2017-10-31T19:48:12
1671,Newspaper Asset,Furniture,2019-11-09,8110.59,15.0,Retired,2025-03-08T03:38:27
1672,Affect Asset,Office Equipment,2016-12-22,21852.72,5.0,Active,2022-12-08T13:50:44
1673,Firm Asset,Furniture,2024-09-02,61429.92,15.0,Disposed,2017-08-24T12:31:34
1674,Popular Asset,Office Equipment,2024-03-14,41254.49,25.0,Disposed,2025-09-27T18:31:26
1675,Participant Asset,Tools,2023-09-15,12177.44,15.0,Retired,2019-07-16T14:50:21
1676,Money Asset,IT Equipment,2016-01-12,47408.35,15.0,Disposed,2017-08-28T02:53:38
1677,Television Asset,Furniture,2023-11-02,24557.38,10.0,Disposed,2018-10-16T10:29:16
1678,Prepare Asset,Tools,2024-10-25,28422.74,20.0,Retired,2018-04-29T22:49:11
1679,Truth Asset,Vehicles,2022-05-25,17206.90,5.0,Disposed,2024-11-28T06:22:28
1680,Education Asset,Office Equipment,2018-07-30,25751.96,30.0,Retired,2020-06-02T20:01:47
1681,Green Asset,Vehicles,2020-02-01,58743.12,15.0,Retired,2020-12-16T13:57:45
1682,Much Asset,Tools,2025-03-18,18120.70,15.0,Retired,2023-06-29T12:10:12
1683,Several Asset,Tools,2025-05-01,1035.01,25.0,Disposed,2022-05-12T13:37:28
1684,Particular Asset,Furniture,2025-02-23,59475.21,30.0,Retired,2017-06-22T04:31:21
1685,Institution Asset,Tools,2023-05-21,43860.76,10.0,Disposed,2022-10-19T11:12:40
1686,Add Asset,Office Equipment,2024-01-19,67211.33,5.0,Retired,2025-06-23T19:00:26
1687,Along Asset,Tools,2025-08-30,38859.66,30.0,Retired,2024-05-30T17:49:45
1688,Office Asset,Furniture,2017-06-10,56187.99,20.0,Disposed,2020-02-13T21:17:44
1689,Whose Asset,Vehicles,2019-06-10,71352.72,25.0,Retired,2017-11-20T10:11:53
1690,Somebody Asset,Tools,2024-02-24,2405.02,10.0,Disposed,2016-12-12T23:28:49
1691,Food Asset,Vehicles,2025-08-10,26959.22,30.0,Active,2025-09-17T02:08:22
1692,Bag Asset,Tools,2016-12-17,33693.65,30.0,Retired,2023-09-14T16:07:25
1693,Less Asset,Office Equipment,2024-03-07,37490.77,20.0,Disposed,2019-06-12T23:14:07
1694,Provide Asset,Tools,2017-12-09,4301.60,10.0,Disposed,2021-10-26T20:21:08
1695,Agency Asset,Furniture,2021-09-02,63983.39,20.0,Retired,2022-04-03T04:54:37
1696,Cultural Asset,IT Equipment,2018-10-29,36601.15,10.0,Active,2023-12-11T03:34:20
1697,See Asset,IT Equipment,2020-06-22,13356.68,30.0,Active,2016-01-27T15:46:31
1698,Score Asset,Tools,2016-01-27,18911.87,5.0,Active,2016-07-24T05:56:04
1699,Source Asset,IT Equipment,2021-06-15,1802.42,5.0,Retired,2021-10-24T10:19:25
1700,There Asset,Office Equipment,2022-08-05,2554.73,20.0,Active,2019-12-17T08:34:46
1701,Month Asset,Office Equipment,2024-06-16,73374.83,15.0,Active,2019-02-23T20:24:54
1702,Shake Asset,IT Equipment,2023-11-27,49400.74,10.0,Retired,2016-09-09T12:13:46
1703,Science Asset,Vehicles,2025-06-13,70191.13,15.0,Retired,2019-03-28T10:24:00
1704,Gun Asset,Vehicles,2020-10-04,24236.98,15.0,Active,2018-08-04T06:43:11
1705,Number Asset,IT Equipment,2016-02-10,28200.33,25.0,Retired,2017-06-27T13:43:42
1706,Hope Asset,IT Equipment,2020-05-08,25535.63,25.0,Active,2024-07-02T23:47:22
1707,Kind Asset,Tools,2017-04-07,11448.15,10.0,Active,2016-09-13T07:19:31
1708,Piece Asset,IT Equipment,2023-08-26,31907.26,25.0,Disposed,2018-11-12T04:54:18
1709,Wide Asset,Vehicles,2015-12-06,54550.60,15.0,Retired,2016-11-07T22:35:53
1710,Represent Asset,Vehicles,2021-04-26,46370.94,15.0,Retired,2017-10-17T03:05:21
1711,Industry Asset,Office Equipment,2018-12-13,30636.62,10.0,Active,2021-07-28T14:00:11
1712,Condition Asset,Furniture,2019-04-10,160.54,30.0,Disposed,2019-11-18T04:17:40
1713,Tv Asset,IT Equipment,2016-05-06,74580.79,20.0,Retired,2018-06-17T13:25:07
1714,Nor Asset,Tools,2019-10-21,36979.22,5.0,Active,2021-12-28T19:25:55
1715,Administration Asset,IT Equipment,2018-05-10,76005.03,5.0,Disposed,2018-04-20T00:48:45
1716,Accept Asset,IT Equipment,2024-01-30,67125.75,15.0,Retired,2023-01-18T23:39:54
1717,Campaign Asset,Tools,2020-05-04,58594.60,15.0,Disposed,2019-06-09T09:26:10
1718,Republican Asset,IT Equipment,2024-05-07,28432.10,15.0,Disposed,2017-01-04T17:55:58
1719,Generation Asset,Office Equipment,2020-06-18,41387.51,25.0,Disposed,2022-08-19T04:49:35
1720,Statement Asset,Vehicles,2019-06-05,71431.42,25.0,Disposed,2021-10-04T10:07:21
1721,Politics Asset,IT Equipment,2024-03-07,71081.19,30.0,Active,2017-03-12T10:20:54
1722,Force Asset,Vehicles,2024-02-29,76167.25,10.0,Retired,2016-07-08T05:30:25
1723,Dream Asset,Tools,2024-10-30,72450.08,30.0,Active,2024-04-06T20:22:40
1724,Key Asset,Office Equipment,2024-11-20,8524.65,25.0,Disposed,2021-12-11T10:25:47
1725,Hot Asset,Office Equipment,2022-05-17,3020.42,20.0,Retired,2017-04-09T23:35:29
1726,Character Asset,Furniture,2022-04-14,78822.54,5.0,Active,2024-12-24T11:42:19
1727,Option Asset,Vehicles,2022-04-23,43051.66,5.0,Retired,2023-10-07T00:48:16
1728,Tv Asset,Office Equipment,2022-07-27,11113.23,20.0,Retired,2024-12-26T23:23:18
1729,Stand Asset,Vehicles,2018-11-15,41653.57,20.0,Retired,2025-04-20T00:46:53
1730,Health Asset,Furniture,2016-04-11,9380.64,25.0,Active,2023-01-07T05:20:16
1731,Answer Asset,Vehicles,2016-03-20,15548.30,10.0,Disposed,2016-12-31T10:05:48
1732,Thought Asset,Furniture,2018-07-08,44860.31,25.0,Disposed,2021-10-27T23:25:37
1733,Heart Asset,Furniture,2021-01-16,42453.22,5.0,Disposed,2020-01-30T08:22:10
1734,Four Asset,Tools,2025-02-03,36822.29,20.0,Disposed,2017-10-23T15:16:24
1735,Whatever Asset,Tools,2017-08-09,24774.13,10.0,Active,2023-10-28T09:42:47
1736,Leader Asset,Office Equipment,2019-08-25,72231.24,10.0,Disposed,2024-04-23T07:38:51
1737,Although Asset,IT Equipment,2017-09-27,58636.20,20.0,Retired,2024-05-15T21:48:25
1738,Sing Asset,IT Equipment,2020-11-22,43158.89,10.0,Disposed,2018-06-03T10:14:09
1739,Next Asset,Vehicles,2021-05-15,39818.27,30.0,Retired,2023-07-04T09:21:51
1740,Money Asset,Tools,2024-06-11,63328.43,30.0,Disposed,2020-07-26T23:47:18
1741,Practice Asset,Office Equipment,2017-03-18,63686.42,10.0,Active,2022-09-15T14:42:23
1742,Risk Asset,IT Equipment,2025-07-12,13294.20,30.0,Active,2025-10-28T11:31:27
1743,Decision Asset,Tools,2017-04-17,52563.26,25.0,Disposed,2021-08-12T16:38:35
1744,Child Asset,Furniture,2018-07-27,64808.20,30.0,Active,2019-04-16T06:25:47
1745,Computer Asset,Office Equipment,2015-11-04,19679.63,20.0,Disposed,2024-03-19T11:13:08
1746,Type Asset,Tools,2022-06-15,45105.43,20.0,Active,2025-02-21T10:40:03
1747,Station Asset,Office Equipment,2018-08-24,9364.84,25.0,Retired,2020-11-21T04:48:09
1748,Economic Asset,Vehicles,2024-11-09,26148.47,15.0,Active,2021-04-06T09:23:19
1749,Tv Asset,Vehicles,2017-02-20,5830.17,20.0,Retired,2025-01-24T02:13:17
