id,product,sku,warehouse,quantity,reorder_level,status,updated_at
1494,Eat Magenta,SKU-101494,WH-B,150,41,Backordered,2023-11-03T19:16:37
1495,Building DarkBlue,SKU-101495,WH-C,1083,73,Discontinued,2024-05-01T08:08:58
1496,A Bisque,SKU-101496,Main Warehouse,1942,331,Low Stock,2023-04-12T21:58:37
1497,Mother DarkKhaki,SKU-101497,Main Warehouse,1753,471,Backordered,2025-02-28T15:58:33
1498,Turn Aqua,SKU-101498,WH-C,1484,224,Available,2025-08-15T02:17:18
1499,Provide Navy,SKU-101499,WH-B,258,46,Low Stock,2025-06-28T03:23:43
1500,Bring CadetBlue,SKU-101500,WH-B,42,220,Low Stock,2024-11-26T21:25:13
1501,Above DeepSkyBlue,SKU-101501,WH-A,1077,382,Discontinued,2023-11-22T13:37:48
1502,Tree Sienna,SKU-101502,WH-C,248,256,Discontinued,2025-01-31T02:55:55
1503,Form LightGray,SKU-101503,WH-A,1306,332,Low Stock,2024-02-15T19:14:17
1504,Dark White,SKU-101504,WH-A,318,107,Discontinued,2024-09-14T16:58:54
1505,Rather MediumSpringGreen,SKU-101505,WH-C,1565,69,Discontinued,2023-07-14T12:39:27
1506,Large DarkGray,SKU-101506,WH-B,867,269,Low Stock,2023-04-21T17:49:32
1507,Trip Crimson,SKU-101507,WH-C,1869,330,Available,2022-11-04T00:18:31
1508,Each Violet,SKU-101508,Main Warehouse,1735,246,Discontinued,2025-06-01T05:58:20
1509,Again BurlyWood,SKU-101509,WH-C,30,438,Low Stock,2025-07-22T05:59:12
1510,Class DarkGray,SKU-101510,WH-B,461,410,Available,2025-05-26T05:56:16
1511,Mention SlateGray,SKU-101511,WH-B,1348,101,Backordered,2024-03-06T01:14:31
1512,State Turquoise,SKU-101512,WH-B,1614,470,Low Stock,2023-08-18T07:37:11
1513,Scene LightBlue,SKU-101513,Main Warehouse,1648,242,Available,2025-08-16T15:45:22
1514,Apply LightBlue,SKU-101514,WH-B,779,464,Low Stock,2023-01-03T13:56:02
1515,Small DarkOrange,SKU-101515,Main Warehouse,1194,143,Backordered,2025-01-21T17:13:47
1516,Whose DarkViolet,SKU-101516,WH-B,1917,105,Backordered,2024-04-19T10:23:14
1517,Country OldLace,SKU-101517,WH-B,1857,324,Discontinued,2023-12-10T21:38:04
1518,Few PapayaWhip,SKU-101518,WH-C,528,164,Backordered,2023-12-20T21:28:38
1519,Brother SteelBlue,SKU-101519,WH-B,1641,481,Discontinued,2024-05-12T16:27:30
1520,Listen SlateGray,SKU-101520,Main Warehouse,1038,67,Available,2025-03-24T01:01:33
1521,Dog Gainsboro,SKU-101521,WH-A,633,410,Low Stock,2022-12-15T03:05:37
1522,Financial Khaki,SKU-101522,WH-B,94,228,Backordered,2023-05-07T04:01:42
1523,Themselves LightCoral,SKU-101523,WH-A,1239,372,Available,2025-10-18T02:49:33
1524,Message Chartreuse,SKU-101524,WH-C,1150,265,Discontinued,2024-02-17T17:37:17
1525,Charge DarkViolet,SKU-101525,WH-A,1722,180,Backordered,2024-04-13T18:41:39
1526,Let White,SKU-101526,WH-C,1216,355,Available,2025-02-26T04:35:25
1527,Authority Navy,SKU-101527,Main Warehouse,1430,465,Low Stock,2023-01-14T03:23:12
1528,Computer DarkOrchid,SKU-101528,Main Warehouse,1086,255,Available,2023-07-13T14:17:41
1529,Reach DarkKhaki,SKU-101529,WH-B,1888,192,Available,2024-08-08T10:02:00
1530,Short DarkSeaGreen,SKU-101530,WH-B,32,375,Backordered,2022-11-12T15:11:59
1531,Them DarkBlue,SKU-101531,Main Warehouse,1953,130,Discontinued,2024-08-18T08:59:26
1532,Voice OliveDrab,SKU-101532,WH-B,238,221,Low Stock,2025-08-09T13:11:11
1533,Live MediumPurple,SKU-101533,Main Warehouse,809,381,Available,2023-10-12T07:24:01
1534,Run LightGray,SKU-101534,WH-B,298,107,Backordered,2023-11-28T03:27:09
1535,Let MistyRose,SKU-101535,WH-C,148,284,Available,2024-07-24T01:07:03
1536,Boy MediumPurple,SKU-101536,WH-B,1274,173,Backordered,2023-09-23T15:54:22
1537,Seat DarkBlue,SKU-101537,Main Warehouse,959,404,Low Stock,2024-12-14T09:06:20
1538,Cultural Ivory,SKU-101538,Main Warehouse,1986,479,Low Stock,2024-06-19T00:08:39
1539,Tv DarkBlue,SKU-101539,WH-C,2000,260,Backordered,2024-01-03T04:17:56
1540,Job MediumSpringGreen,SKU-101540,WH-C,138,298,Low Stock,2025-10-31T05:30:42
1541,Drive Wheat,SKU-101541,WH-C,1474,241,Backordered,2025-04-12T10:00:05
1542,Change Azure,SKU-101542,WH-A,150,42,Discontinued,2025-10-01T18:41:06
1543,East FloralWhite,SKU-101543,WH-B,801,482,Discontinued,2025-03-05T20:27:50
1544,Respond Gold,SKU-101544,WH-A,447,373,Discontinued,2024-07-15T00:15:48
1545,Need DarkRed,SKU-101545,WH-B,1968,191,Discontinued,2023-12-24T12:21:12
1546,Always LightSalmon,SKU-101546,Main Warehouse,1767,230,Available,2024-12-19T00:19:22
1547,Away Peru,SKU-101547,WH-A,328,196,Backordered,2023-09-21T19:15:05
1548,Work Thistle,SKU-101548,WH-B,420,116,Available,2025-01-08T06:49:12
1549,Early Beige,SKU-101549,WH-A,1112,31,Backordered,2023-01-02T02:04:59
1550,Cup YellowGreen,SKU-101550,Main Warehouse,1958,137,Available,2024-03-17T05:40:34
1551,Real SaddleBrown,SKU-101551,WH-B,1183,95,Backordered,2024-05-29T06:19:44
1552,Party SlateGray,SKU-101552,WH-B,1047,248,Low Stock,2024-05-15T05:14:40
1553,Challenge Red,SKU-101553,WH-B,1637,66,Available,2024-07-26T05:01:21
1554,Doctor LightSkyBlue,SKU-101554,Main Warehouse,1398,376,Low Stock,2025-03-15T19:23:25
1555,Investment RoyalBlue,SKU-101555,WH-A,351,335,Discontinued,2025-09-03T23:21:01
1556,Often Beige,SKU-101556,WH-B,1466,228,Backordered,2023-10-17T11:58:06
1557,Carry Silver,SKU-101557,WH-C,1115,188,Low Stock,2024-06-21T05:09:17
1558,Message LightCoral,SKU-101558,WH-B,5,251,Low Stock,2024-01-22T05:09:19
1559,Food Silver,SKU-101559,WH-A,131,325,Discontinued,2024-05-12T21:13:40
1560,Shake DarkViolet,SKU-101560,WH-A,1127,161,Low Stock,2024-12-07T00:55:26
1561,Book CornflowerBlue,SKU-101561,Main Warehouse,518,434,Available,2025-09-01T23:47:49
1562,Recognize HoneyDew,SKU-101562,Main Warehouse,1396,376,Low Stock,2022-11-17T21:53:17
1563,Degree SlateBlue,SKU-101563,Main Warehouse,1255,367,Discontinued,2025-05-26T06:48:18
1564,Believe MediumOrchid,SKU-101564,WH-B,1288,212,Backordered,2024-02-14T09:07:11
1565,Discuss DarkMagenta,SKU-101565,WH-A,321,329,Backordered,2023-05-02T22:25:28
1566,Go Thistle,SKU-101566,WH-C,679,56,Available,2025-04-03T20:22:53
1567,Somebody Blue,SKU-101567,WH-A,1959,196,Available,2025-03-02T05:27:19
1568,Might LightYellow,SKU-101568,WH-A,1051,68,Backordered,2023-04-26T23:20:46
1569,Audience Pink,SKU-101569,WH-C,1454,75,Low Stock,2023-02-20T17:15:34
1570,This Gray,SKU-101570,Main Warehouse,1796,98,Low Stock,2024-02-13T12:31:58
1571,Help OliveDrab,SKU-101571,WH-A,26,117,Discontinued,2025-08-29T11:54:03
1572,Almost IndianRed,SKU-101572,WH-A,925,78,Low Stock,2023-02-24T18:18:26
1573,Week Salmon,SKU-101573,WH-B,659,29,Low Stock,2023-03-31T03:54:47
1574,Throughout Ivory,SKU-101574,WH-B,5,371,Low Stock,2024-09-14T10:07:44
1575,International AntiqueWhite,SKU-101575,WH-C,1398,82,Backordered,2023-07-27T14:17:53
1576,Could DarkGreen,SKU-101576,WH-B,935,179,Low Stock,2023-08-07T14:24:54
1577,Upon LightSalmon,SKU-101577,WH-A,890,402,Low Stock,2022-12-04T01:06:54
1578,Guy OliveDrab,SKU-101578,WH-A,1770,320,Available,2024-02-15T05:54:55
1579,Quickly Plum,SKU-101579,Main Warehouse,1452,212,Low Stock,2024-02-05T03:31:33
1580,Recognize Green,SKU-101580,WH-A,864,440,Discontinued,2023-09-20T07:49:57
1581,Energy Tan,SKU-101581,Main Warehouse,1712,295,Discontinued,2024-02-05T22:18:22
1582,Will NavajoWhite,SKU-101582,WH-C,18,137,Low Stock,2025-08-28T17:32:35
1583,Green Green,SKU-101583,WH-A,520,201,Backordered,2024-10-21T21:08:02
1584,Technology White,SKU-101584,WH-C,131,492,Available,2023-09-13T16:16:20
1585,Ball Black,SKU-101585,Main Warehouse,203,233,Discontinued,2025-08-08T15:36:07
1586,Care Coral,SKU-101586,WH-C,1188,247,Available,2024-02-13T18:18:43
1587,Production MidnightBlue,SKU-101587,WH-A,1404,289,Backordered,2023-04-09T19:13:35
1588,So Yellow,SKU-101588,WH-C,1615,386,Backordered,2024-06-23T04:10:06
1589,High OrangeRed,SKU-101589,WH-A,204,178,Available,2025-07-13T22:27:10
1590,Whom HotPink,SKU-101590,Main Warehouse,833,163,Low Stock,2024-05-21T12:43:51
1591,Seem DarkSlateGray,SKU-101591,Main Warehouse,1700,364,Low Stock,2023-01-30T04:56:02
1592,Team LightSteelBlue,SKU-101592,WH-A,1200,76,Backordered,2025-09-28T10:26:52
1593,While PeachPuff,SKU-101593,WH-A,243,193,Available,2023-06-05T16:14:30
1594,Doctor Gold,SKU-101594,WH-C,1675,19,Discontinued,2022-12-22T22:31:42
1595,Law Magenta,SKU-101595,Main Warehouse,202,384,Low Stock,2023-07-17T04:22:03
1596,Change AliceBlue,SKU-101596,WH-A,675,438,Low Stock,2024-12-12T21:28:17
1597,Treat Navy,SKU-101597,WH-C,762,91,Low Stock,2024-02-12T14:54:47
1598,Move Lime,SKU-101598,WH-B,272,348,Available,2023-09-11T00:17:02
1599,Manager MediumBlue,SKU-101599,WH-C,1030,438,Low Stock,2025-07-13T16:19:08
1600,Protect RosyBrown,SKU-101600,Main Warehouse,1326,237,Backordered,2025-06-28T12:20:02
1601,Change Thistle,SKU-101601,WH-B,716,481,Backordered,2025-01-25T23:56:37
1602,Near Pink,SKU-101602,WH-A,1955,368,Backordered,2023-05-20T03:08:03
1603,Second IndianRed,SKU-101603,Main Warehouse,828,99,Backordered,2024-02-08T08:47:08
1604,Glass MistyRose,SKU-101604,WH-B,1220,196,Available,2025-10-29T17:02:28
1605,Majority NavajoWhite,SKU-101605,WH-A,178,69,Backordered,2025-06-14T04:13:40
1606,Wish LimeGreen,SKU-101606,WH-B,1673,176,Backordered,2023-04-03T05:57:29
1607,News Sienna,SKU-101607,Main Warehouse,1709,102,Discontinued,2025-08-28T03:58:00
1608,Police MintCream,SKU-101608,Main Warehouse,1442,288,Low Stock,2024-08-29T16:55:00
1609,Resource DarkRed,SKU-101609,Main Warehouse,82,123,Available,2023-08-29T11:04:30
1610,Pay Brown,SKU-101610,Main Warehouse,565,282,Available,2022-12-22T11:54:30
1611,Agree Purple,SKU-101611,WH-B,40,140,Backordered,2025-10-22T01:17:23
1612,Machine LightSkyBlue,SKU-101612,WH-A,1447,398,Discontinued,2024-12-21T07:33:08
1613,According FloralWhite,SKU-101613,WH-A,1713,288,Discontinued,2025-03-16T11:44:52
1614,Buy Indigo,SKU-101614,WH-A,1636,465,Backordered,2024-05-26T00:22:02
1615,Happen DarkOliveGreen,SKU-101615,WH-B,364,321,Low Stock,2022-11-26T21:28:17
1616,Number GreenYellow,SKU-101616,WH-C,1960,369,Backordered,2023-06-09T23:26:06
1617,Character SlateBlue,SKU-101617,WH-C,1353,384,Backordered,2024-04-28T20:41:07
1618,Tend DarkSalmon,SKU-101618,WH-B,92,176,Backordered,2023-07-29T20:27:40
1619,Spring DimGray,SKU-101619,Main Warehouse,907,174,Discontinued,2024-01-30T20:27:09
1620,Alone LightGreen,SKU-101620,Main Warehouse,1227,320,Available,2024-08-18T04:12:19
1621,Director CornflowerBlue,SKU-101621,WH-A,1393,106,Discontinued,2024-01-04T17:44:47
1622,Meet Maroon,SKU-101622,WH-B,37,372,Backordered,2024-02-09T17:01:05
1623,Whether Indigo,SKU-101623,WH-C,957,220,Low Stock,2024-07-17T11:05:34
1624,Modern CornflowerBlue,SKU-101624,Main Warehouse,1790,138,Backordered,2025-08-19T05:37:55
1625,Bank DarkGreen,SKU-101625,WH-A,179,209,Available,2024-12-05T05:21:18
1626,Through PowderBlue,SKU-101626,WH-C,1982,281,Discontinued,2023-02-01T03:56:47
1627,Crime DarkKhaki,SKU-101627,WH-A,1634,397,Available,2024-10-27T11:37:15
1628,Art PaleGoldenRod,SKU-101628,WH-C,1350,485,Low Stock,2023-01-21T00:04:26
1629,Wear Aquamarine,SKU-101629,WH-B,238,407,Low Stock,2025-01-26T18:30:10
1630,Open Teal,SKU-101630,WH-B,776,373,Discontinued,2024-11-11T10:26:34
1631,Few DodgerBlue,SKU-101631,WH-A,15,478,Low Stock,2025-05-16T02:25:23
1632,Ground White,SKU-101632,WH-C,939,231,Available,2024-02-11T15:28:36
1633,Between SteelBlue,SKU-101633,WH-B,1375,269,Low Stock,2024-05-13T13:40:41
1634,Evidence Sienna,SKU-101634,WH-A,1406,481,Discontinued,2024-12-30T05:32:03
1635,Bar OrangeRed,SKU-101635,WH-C,799,472,Available,2024-02-27T08:22:12
1636,Method DarkGray,SKU-101636,WH-A,1531,136,Discontinued,2023-01-31T18:16:18
1637,Image DarkKhaki,SKU-101637,WH-B,955,63,Backordered,2023-05-17T19:12:03
1638,Her GhostWhite,SKU-101638,Main Warehouse,1914,34,Low Stock,2024-01-20T10:51:07
1639,Produce Crimson,SKU-101639,WH-B,1066,356,Discontinued,2024-10-12T16:01:24
1640,Only LightSlateGray,SKU-101640,WH-C,1807,434,Low Stock,2024-03-02T11:11:09
1641,Apply LightSlateGray,SKU-101641,WH-C,1502,339,Discontinued,2023-11-01T20:25:11
1642,Point LightGoldenRodYellow,SKU-101642,WH-A,1118,405,Backordered,2025-05-18T05:02:45
1643,Back LightGoldenRodYellow,SKU-101643,WH-B,1984,304,Discontinued,2023-08-09T03:25:58
1644,World DarkRed,SKU-101644,Main Warehouse,1426,134,Available,2024-08-26T12:52:31
1645,Marriage LawnGreen,SKU-101645,WH-A,1321,12,Discontinued,2023-06-01T07:58:34
1646,Face Linen,SKU-101646,WH-B,1016,310,Backordered,2024-02-04T09:21:18
1647,Cold Wheat,SKU-101647,WH-C,1601,151,Backordered,2024-04-12T05:29:12
1648,Tv Aqua,SKU-101648,Main Warehouse,1400,471,Backordered,2025-06-05T23:21:12
1649,Future OliveDrab,SKU-101649,WH-C,567,66,Available,2024-07-26T17:45:02
1650,Be Peru,SKU-101650,Main Warehouse,825,307,Low Stock,2025-06-11T02:06:22
1651,Realize Bisque,SKU-101651,Main Warehouse,277,207,Backordered,2025-03-24T16:50:52
1652,Father Pink,SKU-101652,WH-C,1339,128,Backordered,2024-10-12T11:11:33
1653,Attorney FireBrick,SKU-101653,Main Warehouse,1700,191,Available,2024-12-24T09:33:14
1654,Evening LightGreen,SKU-101654,Main Warehouse,63,489,Backordered,2025-10-17T16:10:06
1655,Whatever Orchid,SKU-101655,WH-B,698,306,Low Stock,2023-03-17T18:35:09
1656,Address Plum,SKU-101656,WH-C,1955,330,Available,2022-12-27T08:42:23
1657,Full DarkSlateBlue,SKU-101657,Main Warehouse,1663,320,Discontinued,2024-07-24T08:07:44
1658,Care Chocolate,SKU-101658,WH-C,1036,447,Backordered,2024-07-14T04:09:11
1659,Place Wheat,SKU-101659,Main Warehouse,1039,397,Low Stock,2024-06-05T03:26:59
1660,Boy Gainsboro,SKU-101660,Main Warehouse,675,223,Available,2025-09-13T23:00:41
1661,Tonight Lime,SKU-101661,Main Warehouse,976,279,Backordered,2024-09-09T05:57:33
1662,Often LightSlateGray,SKU-101662,WH-B,627,356,Available,2024-09-16T17:42:20
1663,Tough HoneyDew,SKU-101663,Main Warehouse,1722,499,Low Stock,2024-10-06T16:51:47
1664,Than Black,SKU-101664,WH-A,906,343,Available,2025-09-06T03:08:20
1665,Health WhiteSmoke,SKU-101665,Main Warehouse,953,500,Discontinued,2023-04-10T23:14:45
1666,Mention GoldenRod,SKU-101666,WH-A,1802,481,Low Stock,2023-04-20T19:57:39
1667,Discuss ForestGreen,SKU-101667,WH-C,1346,23,Available,2023-11-20T03:05:42
1668,Today PapayaWhip,SKU-101668,Main Warehouse,1040,283,Low Stock,2025-09-18T08:59:53
1669,Above SteelBlue,SKU-101669,Main Warehouse,1195,90,Low Stock,2023-08-04T11:13:51
1670,Between DarkOliveGreen,SKU-101670,WH-B,404,376,Backordered,2025-06-14T15:13:24
1671,Allow Cornsilk,SKU-101671,WH-C,27,130,Low Stock,2023-05-26T03:06:23
1672,Such Aquamarine,SKU-101672,Main Warehouse,1191,310,Backordered,2025-03-17T07:05:36
1673,Modern Linen,SKU-101673,WH-B,1953,293,Backordered,2023-03-25T22:37:06
1674,Institution RoyalBlue,SKU-101674,WH-A,1491,105,Low Stock,2025-01-20T10:57:00
1675,Not OliveDrab,SKU-101675,WH-A,1566,80,Discontinued,2023-09-06T13:16:23
1676,Senior White,SKU-101676,WH-C,400,91,Discontinued,2023-05-01T18:03:12
1677,Control Coral,SKU-101677,WH-B,642,365,Backordered,2025-06-06T12:06:53
1678,Value Thistle,SKU-101678,WH-A,583,329,Discontinued,2023-06-10T05:45:44
1679,Analysis Coral,SKU-101679,WH-B,537,314,Available,2025-07-25T11:46:17
1680,It LawnGreen,SKU-101680,WH-B,286,75,Low Stock,2025-04-06T22:29:17
1681,Red Peru,SKU-101681,WH-C,987,259,Available,2024-09-27T01:08:51
1682,Pretty Aqua,SKU-101682,WH-C,868,415,Backordered,2023-07-13T07:02:19
1683,Alone Indigo,SKU-101683,WH-A,1198,134,Backordered,2024-04-06T13:05:04
1684,Tax OldLace,SKU-101684,WH-C,753,186,Discontinued,2023-10-30T15:36:25
1685,Same SkyBlue,SKU-101685,WH-A,1870,86,Available,2025-04-04T08:22:01
1686,Series BlanchedAlmond,SKU-101686,WH-A,841,68,Discontinued,2024-05-04T16:38:01
1687,Chance Orange,SKU-101687,WH-C,150,109,Discontinued,2025-03-14T14:15:49
1688,Season RoyalBlue,SKU-101688,WH-C,543,489,Backordered,2024-12-15T13:08:05
1689,Another DarkOrchid,SKU-101689,WH-C,1637,250,Discontinued,2024-09-27T13:07:03
1690,Put GoldenRod,SKU-101690,WH-A,1568,91,Available,2023-05-03T17:22:57
1691,Send LightCoral,SKU-101691,WH-B,1898,349,Available,2024-09-12T00:48:35
1692,Send DeepSkyBlue,SKU-101692,WH-B,978,356,Available,2023-01-26T23:32:34
1693,Lot DarkOliveGreen,SKU-101693,Main Warehouse,665,25,Discontinued,2024-11-16T21:09:48
1694,Fear MediumBlue,SKU-101694,Main Warehouse,211,473,Low Stock,2024-07-17T15:53:25
1695,Either Red,SKU-101695,WH-B,1780,86,Low Stock,2025-01-26T08:34:26
1696,Section Turquoise,SKU-101696,WH-A,746,207,Backordered,2023-08-25T17:17:23
1697,Possible Orchid,SKU-101697,WH-C,858,295,Backordered,2024-01-06T01:35:23
1698,Identify Lavender,SKU-101698,WH-B,1374,12,Backordered,2024-05-23T12:57:26
1699,Wife LightYellow,SKU-101699,WH-C,757,175,Backordered,2025-10-09T15:08:16
1700,Sign SpringGreen,SKU-101700,WH-C,104,74,Discontinued,2025-06-01T01:56:09
1701,Response Bisque,SKU-101701,WH-B,1445,180,Discontinued,2025-06-06T05:53:11
1702,Do Khaki,SKU-101702,WH-A,1023,265,Discontinued,2025-05-29T13:19:30
1703,Different Crimson,SKU-101703,WH-C,1890,416,Low Stock,2025-04-09T09:16:08
1704,Able BlanchedAlmond,SKU-101704,WH-B,1323,80,Discontinued,2024-01-14T23:45:42
1705,Relate Ivory,SKU-101705,Main Warehouse,1756,108,Available,2024-08-27T00:50:47
1706,Painting PaleGoldenRod,SKU-101706,WH-C,1389,431,Discontinued,2024-04-02T02:44:43
1707,Guess LightPink,SKU-101707,WH-A,59,276,Low Stock,2022-11-28T13:09:04
1708,Add Pink,SKU-101708,WH-B,819,299,Discontinued,2024-10-30T13:30:57
1709,Whether Bisque,SKU-101709,WH-B,1941,227,Available,2023-02-17T01:34:21
1710,Start PapayaWhip,SKU-101710,WH-B,1939,361,Low Stock,2025-05-11T08:52:51
1711,Increase OldLace,SKU-101711,WH-B,127,298,Discontinued,2023-12-24T14:26:12
1712,One MediumTurquoise,SKU-101712,WH-C,1943,182,Available,2023-08-16T13:08:58
1713,Throw MidnightBlue,SKU-101713,Main Warehouse,213,244,Available,2024-08-26T13:53:06
1714,Middle Gold,SKU-101714,Main Warehouse,1317,490,Discontinued,2023-10-29T05:24:39
1715,Price Coral,SKU-101715,WH-A,1879,379,Available,2023-04-19T10:52:17
1716,Police SaddleBrown,SKU-101716,WH-C,1388,65,Low Stock,2024-08-18T06:09:15
1717,Sure LightSteelBlue,SKU-101717,WH-A,114,116,Low Stock,2025-10-18T00:13:56
1718,Growth Sienna,SKU-101718,WH-C,633,323,Available,2025-10-05T08:34:11
1719,Important GhostWhite,SKU-101719,Main Warehouse,893,316,Discontinued,2025-10-27T16:35:21
1720,Republican NavajoWhite,SKU-101720,WH-B,1868,68,Discontinued,2023-06-04T14:19:49
1721,Personal DeepPink,SKU-101721,WH-B,1491,47,Low Stock,2023-01-04T07:36:30
1722,Traditional DarkCyan,SKU-101722,WH-B,1546,361,Low Stock,2025-03-13T20:18:04
1723,Each PaleTurquoise,SKU-101723,WH-A,1516,315,Low Stock,2023-07-30T23:32:03
1724,Me DimGray,SKU-101724,Main Warehouse,1603,342,Low Stock,2022-11-13T08:52:51
1725,Left GhostWhite,SKU-101725,WH-A,5,445,Backordered,2023-03-10T08:07:38
1726,Mind Moccasin,SKU-101726,WH-B,50,255,Available,2024-10-06T19:07:33
1727,Treat LimeGreen,SKU-101727,WH-B,354,480,Discontinued,2023-06-21T23:58:11
1728,Generation MediumSlateBlue,SKU-101728,WH-A,1773,38,Low Stock,2025-04-12T08:37:02
1729,Protect Aquamarine,SKU-101729,WH-B,1046,129,Discontinued,2023-06-13T10:40:36
1730,Stand LightPink,SKU-101730,Main Warehouse,1533,153,Low Stock,2025-01-28T11:09:03
1731,Design AliceBlue,SKU-101731,Main Warehouse,1596,37,Backordered,2023-07-29T00:24:14
1732,Difficult Khaki,SKU-101732,WH-C,1270,296,Backordered,2023-10-08T14:04:38
1733,Friend LavenderBlush,SKU-101733,Main Warehouse,1505,287,Discontinued,2024-06-25T02:59:07
1734,Sound Wheat,SKU-101734,WH-B,1824,290,Low Stock,2023-06-05T17:48:12
1735,Story Turquoise,SKU-101735,WH-A,819,109,Low Stock,2025-10-04T20:53:39
1736,Former LavenderBlush,SKU-101736,WH-B,1419,348,Available,2023-12-26T22:14:30
1737,Suggest DarkSalmon,SKU-101737,WH-A,342,225,Available,2024-01-10T19:17:11
1738,Watch LightSkyBlue,SKU-101738,WH-C,529,222,Discontinued,2024-03-18T13:20:09
1739,Home DarkOrange,SKU-101739,WH-C,1030,306,Backordered,2023-08-16T01:53:12
1740,Tree SandyBrown,SKU-101740,WH-B,1516,461,Backordered,2025-09-12T03:40:04
1741,Explain Turquoise,SKU-101741,Main Warehouse,836,16,Discontinued,2025-07-14T23:32:10
1742,Indeed DarkGray,SKU-101742,WH-A,1324,228,Backordered,2025-06-18T06:11:32
1743,Boy Pink,SKU-101743,Main Warehouse,318,365,Backordered,2025-08-26T13:42:56
1744,Away Lavender,SKU-101744,WH-C,362,195,Discontinued,2025-10-18T21:17:05
1745,Lawyer PaleGoldenRod,SKU-101745,WH-B,927,291,Discontinued,2023-12-12T06:46:00
1746,Base Chocolate,SKU-101746,WH-C,961,263,Backordered,2023-09-27T01:16:26
1747,International AliceBlue,SKU-101747,WH-A,904,11,Backordered,2023-01-06T23:22:20
1748,Else DarkRed,SKU-101748,Main Warehouse,651,255,Discontinued,2024-05-25T10:46:39
1749,Even Tomato,SKU-101749,Main Warehouse,1588,454,Available,2025-07-11T21:22:24
1750,Finally DarkOrchid,SKU-101750,Main Warehouse,176,82,Discontinued,2024-01-21T19:37:15
1751,Free Magenta,SKU-101751,WH-B,1117,166,Low Stock,2025-03-18T03:48:24
1752,Authority Yellow,SKU-101752,Main Warehouse,1069,41,Low Stock,2025-02-24T04:59:35
1753,Save LimeGreen,SKU-101753,WH-B,1830,215,Available,2024-09-19T00:48:28
1754,Through LightPink,SKU-101754,Main Warehouse,526,71,Discontinued,2024-04-26T06:52:18
1755,Both Red,SKU-101755,WH-A,2,184,Low Stock,2024-07-09T09:56:30
1756,Sort Yellow,SKU-101756,Main Warehouse,152,340,Discontinued,2023-12-19T03:57:12
1757,Month MediumTurquoise,SKU-101757,WH-A,685,208,Discontinued,2024-12-11T09:49:12
1758,Area YellowGreen,SKU-101758,WH-A,1627,113,Available,2024-11-11T22:35:16
1759,Total BlanchedAlmond,SKU-101759,Main Warehouse,774,166,Discontinued,2024-12-07T22:01:33
1760,Goal SkyBlue,SKU-101760,WH-C,1302,42,Low Stock,2025-05-17T00:13:49
1761,With DarkTurquoise,SKU-101761,Main Warehouse,1193,278,Low Stock,2024-12-14T04:24:58
1762,Sure Chartreuse,SKU-101762,WH-A,1802,99,Backordered,2023-09-10T13:40:01
1763,Account YellowGreen,SKU-101763,WH-B,1140,360,Backordered,2023-12-23T15:39:56
1764,Finish Azure,SKU-101764,WH-B,764,354,Backordered,2025-04-08T05:54:26
1765,World SeaShell,SKU-101765,WH-A,1717,214,Available,2024-06-09T06:03:38
1766,Writer Aqua,SKU-101766,WH-A,1181,319,Available,2025-02-27T07:50:36
1767,Property MediumSlateBlue,SKU-101767,WH-C,1139,20,Discontinued,2023-01-24T09:17:03
1768,Over Gainsboro,SKU-101768,WH-A,1906,369,Available,2025-10-14T17:11:04
1769,We Orange,SKU-101769,Main Warehouse,2,364,Discontinued,2023-10-29T10:54:44
1770,Single PowderBlue,SKU-101770,Main Warehouse,1786,469,Available,2024-07-13T22:16:43
1771,Truth HotPink,SKU-101771,WH-C,349,30,Discontinued,2023-09-04T19:05:56
1772,Finally PaleVioletRed,SKU-101772,Main Warehouse,1328,62,Available,2024-12-27T06:36:21
1773,More HoneyDew,SKU-101773,Main Warehouse,1693,156,Available,2025-04-06T09:07:18
1774,Doctor NavajoWhite,SKU-101774,WH-C,463,125,Discontinued,2024-02-23T17:22:47
1775,We MistyRose,SKU-101775,WH-C,1499,236,Discontinued,2023-06-18T04:11:10
1776,Day MidnightBlue,SKU-101776,Main Warehouse,1432,87,Backordered,2024-07-02T10:47:48
1777,Free LightPink,SKU-101777,Main Warehouse,170,352,Available,2024-12-17T06:02:44
1778,He SaddleBrown,SKU-101778,WH-C,1995,44,Available,2025-10-19T07:53:52
1779,Newspaper LightSeaGreen,SKU-101779,WH-A,1897,434,Available,2025-02-02T04:28:55
1780,They Thistle,SKU-101780,WH-A,1385,250,Available,2024-01-16T11:03:14
1781,Economy OldLace,SKU-101781,WH-A,1016,294,Backordered,2025-06-03T09:47:25
1782,Material GoldenRod,SKU-101782,WH-A,1487,100,Available,2025-01-13T00:39:11
1783,Yeah DarkViolet,SKU-101783,WH-C,98,86,Backordered,2025-09-21T19:40:01
1784,Son PaleVioletRed,SKU-101784,WH-C,1157,252,Low Stock,2025-02-14T00:00:26
1785,Mission Silver,SKU-101785,WH-B,1440,359,Low Stock,2024-06-26T21:57:52
1786,Nothing DarkViolet,SKU-101786,WH-A,167,16,Low Stock,2024-03-21T05:19:14
1787,Evidence DeepPink,SKU-101787,Main Warehouse,746,473,Discontinued,2025-04-04T13:59:26
1788,Career MintCream,SKU-101788,WH-C,1327,245,Backordered,2024-10-18T06:59:53
