id,shipment_id,date,carrier,destination,status,created_at
1299,SHP-2299,2025-10-19,Local Carrier,"Lake Christina, Guatemala",In Transit,2022-07-27T04:54:32
1300,SHP-2300,2022-08-08,DHL,"West David, Congo",Pending,2021-06-19T02:15:11
1301,SHP-2301,2022-12-07,FedEx,"Wardton, Ethiopia",Delivered,2023-08-23T08:28:41
1302,SHP-2302,2021-04-06,Maersk,"West Sarahchester, Malaysia",In Transit,2022-05-05T12:31:14
1303,SHP-2303,2025-08-23,Maersk,"Donaldsonchester, Saint Lucia",Pending,2021-10-07T14:24:25
1304,SHP-2304,2021-08-23,UPS,"Christopherberg, Ukraine",Cancelled,2021-09-11T06:41:02
1305,SHP-2305,2021-01-23,UPS,"Lake Sheritown, Malaysia",Cancelled,2025-02-01T22:36:01
1306,SHP-2306,2022-02-03,UPS,"North Lindsayfort, Reunion",In Transit,2022-10-11T19:55:24
1307,SHP-2307,2022-09-18,UPS,"Port Ricardoshire, Monaco",Delivered,2023-02-07T00:58:47
1308,SHP-2308,2024-01-22,Local Carrier,"Lake Ginaview, Bolivia",In Transit,2025-03-02T20:56:02
1309,SHP-2309,2023-01-21,FedEx,"Shelbyside, Netherlands",Pending,2023-04-03T23:50:31
1310,SHP-2310,2025-06-03,Maersk,"Lake Jasmin, Cayman Islands",Cancelled,2024-06-26T08:29:21
1311,SHP-2311,2020-12-23,DHL,"East Matthew, Spain",In Transit,2023-07-18T17:02:35
1312,SHP-2312,2024-01-06,UPS,"Jenniferville, Cambodia",Delivered,2024-01-24T09:12:42
1313,SHP-2313,2021-02-26,UPS,"Port Brandon, United States Virgin Islands",Delivered,2021-01-14T20:37:06
1314,SHP-2314,2024-05-14,DHL,"Donnabury, Afghanistan",Pending,2021-07-06T21:00:40
1315,SHP-2315,2025-02-08,DHL,"Jamesport, Estonia",Cancelled,2022-03-06T09:56:18
1316,SHP-2316,2023-03-20,Local Carrier,"North Nathaniel, United States of America",Pending,2022-12-07T07:52:06
1317,SHP-2317,2022-06-16,DHL,"Melissaberg, Serbia",Delivered,2024-07-29T23:31:58
1318,SHP-2318,2023-12-19,DHL,"Brooksshire, Belarus",Cancelled,2025-06-26T12:25:43
1319,SHP-2319,2023-12-24,DHL,"Ramosbury, Syrian Arab Republic",In Transit,2024-04-27T13:44:33
1320,SHP-2320,2021-04-03,Maersk,"Lake Jenniferville, Cote d'Ivoire",Delivered,2025-06-22T14:16:49
1321,SHP-2321,2023-10-06,FedEx,"Melindamouth, Malaysia",In Transit,2025-06-16T11:11:06
1322,SHP-2322,2022-09-30,Local Carrier,"Middletonview, Sri Lanka",Cancelled,2023-10-01T14:10:01
1323,SHP-2323,2024-05-29,UPS,"Ashleymouth, Uganda",Pending,2025-01-10T10:47:57
1324,SHP-2324,2024-12-05,FedEx,"Stewartmouth, Bulgaria",Cancelled,2023-01-10T14:15:08
1325,SHP-2325,2022-09-29,DHL,"Jessicachester, Liechtenstein",Pending,2025-09-14T15:49:43
1326,SHP-2326,2024-07-25,Local Carrier,"West Christianbury, South Georgia and the South Sandwich Islands",Delivered,2025-04-27T19:53:25
1327,SHP-2327,2024-02-08,FedEx,"Horneville, Sierra Leone",In Transit,2022-04-25T19:25:48
1328,SHP-2328,2023-07-11,UPS,"Bowersborough, French Guiana",Delivered,2025-03-26T10:52:57
1329,SHP-2329,2024-02-01,DHL,"Jonesport, Luxembourg",Delivered,2022-09-22T00:43:52
1330,SHP-2330,2025-02-25,Local Carrier,"West Thomasmouth, Chad",Pending,2023-08-20T08:52:19
1331,SHP-2331,2023-06-28,FedEx,"Johnborough, Myanmar",In Transit,2025-05-22T06:44:03
1332,SHP-2332,2025-08-27,FedEx,"New Michaelberg, Swaziland",Cancelled,2023-08-19T19:52:55
1333,SHP-2333,2025-01-14,Local Carrier,"Walterberg, Cambodia",Cancelled,2025-02-08T17:58:27
1334,SHP-2334,2022-05-10,UPS,"New Deannahaven, Romania",Cancelled,2022-02-09T19:32:44
1335,SHP-2335,2022-01-09,DHL,"North Victoria, Rwanda",Delivered,2023-03-07T12:38:46
1336,SHP-2336,2022-01-29,FedEx,"North Tammymouth, Puerto Rico",Delivered,2025-06-12T04:59:49
1337,SHP-2337,2022-06-12,Local Carrier,"West Jerryborough, Sudan",In Transit,2023-06-26T00:47:10
1338,SHP-2338,2024-05-29,Local Carrier,"Jonesside, Egypt",Pending,2021-08-15T03:54:34
1339,SHP-2339,2023-03-06,UPS,"Murphyfort, Tonga",In Transit,2025-02-25T06:26:13
1340,SHP-2340,2023-09-12,Local Carrier,"East Saraland, Cyprus",Delivered,2025-10-05T13:19:09
1341,SHP-2341,2025-03-15,UPS,"Andrewville, Barbados",Cancelled,2025-08-31T03:47:35
1342,SHP-2342,2024-11-03,UPS,"Garciaside, Somalia",Pending,2021-04-24T04:23:03
1343,SHP-2343,2021-01-22,UPS,"Chambersberg, Brazil",Delivered,2022-01-11T05:36:49
1344,SHP-2344,2021-01-07,Local Carrier,"East Johnton, Haiti",Cancelled,2023-10-23T19:09:33
1345,SHP-2345,2021-01-30,FedEx,"Williamsfurt, Gibraltar",In Transit,2024-05-31T15:36:53
1346,SHP-2346,2021-05-23,FedEx,"South Brent, Haiti",Cancelled,2025-03-22T18:26:24
1347,SHP-2347,2023-04-09,Local Carrier,"West Jennifermouth, Gambia",In Transit,2025-08-02T06:54:52
1348,SHP-2348,2025-04-25,FedEx,"Port Ashley, Philippines",Cancelled,2022-07-04T10:00:16
1349,SHP-2349,2022-05-08,UPS,"Shelleyfurt, Nauru",In Transit,2025-07-09T19:04:56
1350,SHP-2350,2023-02-23,DHL,"West Anthonychester, Nauru",In Transit,2023-04-22T10:19:51
1351,SHP-2351,2023-05-29,UPS,"West Elizabeth, Kyrgyz Republic",Cancelled,2022-08-02T16:47:29
1352,SHP-2352,2023-07-12,Maersk,"Mathisville, Hungary",Cancelled,2025-08-05T08:44:45
1353,SHP-2353,2025-09-15,DHL,"Patrickfort, Andorra",Cancelled,2025-03-29T18:07:57
1354,SHP-2354,2021-12-28,Maersk,"East Alexander, Vanuatu",In Transit,2023-07-23T08:11:24
1355,SHP-2355,2021-01-28,UPS,"Samuelfurt, Saint Lucia",Cancelled,2021-03-24T04:29:47
1356,SHP-2356,2023-11-06,DHL,"Stewartberg, Lithuania",In Transit,2024-02-01T23:10:21
1357,SHP-2357,2024-12-01,FedEx,"New Davidburgh, Romania",In Transit,2021-06-14T04:17:44
1358,SHP-2358,2021-06-01,Maersk,"Tanyafort, Uzbekistan",In Transit,2022-11-12T04:22:19
1359,SHP-2359,2021-11-30,Local Carrier,"Jennifershire, Kazakhstan",Cancelled,2023-06-15T21:47:50
1360,SHP-2360,2023-09-22,Maersk,"West Michaelberg, Norfolk Island",Delivered,2024-01-24T02:55:12
1361,SHP-2361,2023-07-24,FedEx,"East Brittanyborough, Cuba",Delivered,2021-12-17T20:46:54
1362,SHP-2362,2024-04-07,UPS,"Susanmouth, Taiwan",Delivered,2024-01-07T07:04:26
1363,SHP-2363,2025-08-02,Maersk,"Cindyton, Faroe Islands",Delivered,2023-06-21T14:32:02
1364,SHP-2364,2023-02-12,FedEx,"Lake Ritamouth, Sierra Leone",In Transit,2022-05-24T21:41:33
1365,SHP-2365,2023-07-12,UPS,"Frenchview, Yemen",Pending,2023-09-09T16:12:59
1366,SHP-2366,2024-12-28,Maersk,"Port Lauraside, Heard Island and McDonald Islands",Pending,2022-08-05T19:26:16
1367,SHP-2367,2022-06-07,Maersk,"North Amandaside, Tuvalu",Pending,2023-12-01T09:25:51
1368,SHP-2368,2025-09-17,DHL,"Amberhaven, Morocco",Cancelled,2024-01-10T12:24:19
1369,SHP-2369,2025-10-19,UPS,"Tammyburgh, Uzbekistan",Cancelled,2022-08-18T09:27:56
1370,SHP-2370,2021-02-24,DHL,"New Karenside, Hungary",Cancelled,2024-12-15T17:21:44
1371,SHP-2371,2024-05-03,Maersk,"Harveyton, Cape Verde",Pending,2024-11-21T14:27:41
1372,SHP-2372,2023-03-11,FedEx,"Allenfurt, Guinea-Bissau",Delivered,2021-02-06T07:09:45
1373,SHP-2373,2022-09-09,DHL,"Port James, Guatemala",Delivered,2021-06-04T23:36:36
1374,SHP-2374,2023-04-01,DHL,"Sarahland, Tuvalu",Delivered,2022-12-03T19:59:17
1375,SHP-2375,2024-11-27,UPS,"West Keithfurt, Malta",Delivered,2022-12-25T23:06:47
1376,SHP-2376,2020-11-18,Local Carrier,"South William, Mexico",Pending,2021-07-10T02:01:38
1377,SHP-2377,2022-01-28,Local Carrier,"Schroederview, Mongolia",Pending,2020-12-23T15:03:32
1378,SHP-2378,2024-03-08,UPS,"Smithland, Qatar",In Transit,2025-01-14T15:36:10
1379,SHP-2379,2023-09-15,Maersk,"Port Jesse, Reunion",In Transit,2023-04-03T02:51:22
1380,SHP-2380,2022-03-12,FedEx,"Webbmouth, Portugal",In Transit,2022-11-18T11:12:15
1381,SHP-2381,2022-08-24,UPS,"Knightberg, Egypt",In Transit,2021-11-27T15:40:09
1382,SHP-2382,2023-08-12,DHL,"Port Frankstad, Sierra Leone",Pending,2023-01-02T13:34:02
1383,SHP-2383,2023-12-28,UPS,"Gabrielhaven, Sierra Leone",In Transit,2022-01-13T18:40:42
1384,SHP-2384,2024-10-12,UPS,"North Danielle, Lithuania",In Transit,2021-11-30T16:13:46
1385,SHP-2385,2022-08-07,DHL,"Port Christinamouth, Suriname",Delivered,2023-04-27T19:26:49
1386,SHP-2386,2025-10-26,FedEx,"Carpentertown, New Caledonia",Pending,2022-11-08T19:12:50
1387,SHP-2387,2021-04-26,Local Carrier,"Lake Jacobton, Saint Vincent and the Grenadines",Pending,2025-10-17T01:49:27
1388,SHP-2388,2025-08-19,FedEx,"Ochoaview, Morocco",Delivered,2021-03-05T04:14:28
1389,SHP-2389,2021-03-01,Local Carrier,"South Joshuaborough, San Marino",Delivered,2020-11-28T17:58:25
1390,SHP-2390,2025-09-04,FedEx,"West Kelly, Taiwan",In Transit,2022-11-30T18:35:33
1391,SHP-2391,2024-07-13,UPS,"East John, Paraguay",Cancelled,2023-08-14T10:04:13
1392,SHP-2392,2025-03-15,UPS,"North Thomasside, Uzbekistan",Pending,2021-08-04T11:03:35
1393,SHP-2393,2022-08-22,FedEx,"New Daniel, Kiribati",Cancelled,2021-10-10T07:47:18
1394,SHP-2394,2025-06-07,DHL,"Rodriguezshire, Syrian Arab Republic",In Transit,2024-04-10T03:10:40
1395,SHP-2395,2022-06-28,Maersk,"Glennhaven, Haiti",Pending,2021-08-14T03:28:32
1396,SHP-2396,2024-06-02,DHL,"East Laurafurt, Netherlands Antilles",Cancelled,2025-10-13T13:44:14
1397,SHP-2397,2025-08-02,UPS,"Allenmouth, Korea",Delivered,2024-06-27T22:35:07
1398,SHP-2398,2025-09-14,Local Carrier,"Dominguezborough, Suriname",Cancelled,2024-08-13T19:01:10
1399,SHP-2399,2023-09-26,DHL,"West Billy, Iceland",Delivered,2025-07-10T11:19:00
1400,SHP-2400,2021-11-12,DHL,"Scottport, Malta",Cancelled,2021-11-04T06:06:36
1401,SHP-2401,2025-01-22,DHL,"North Michael, Ghana",Pending,2021-12-05T12:58:30
1402,SHP-2402,2023-09-07,Local Carrier,"North Angela, Pitcairn Islands",In Transit,2023-12-06T04:13:50
1403,SHP-2403,2022-06-11,DHL,"North Pamelaland, Burkina Faso",Delivered,2021-09-06T01:09:53
1404,SHP-2404,2022-06-24,UPS,"Hansontown, Norfolk Island",Delivered,2023-05-05T23:55:52
1405,SHP-2405,2025-01-30,Maersk,"Martinland, Ukraine",Delivered,2020-12-25T08:23:06
1406,SHP-2406,2025-10-10,FedEx,"Cassandrachester, Guinea-Bissau",Cancelled,2024-06-08T20:54:05
1407,SHP-2407,2024-11-29,DHL,"East Jamesstad, Spain",Cancelled,2024-07-30T20:22:13
1408,SHP-2408,2023-10-13,Maersk,"Michelefurt, Burkina Faso",Pending,2021-10-05T21:15:48
1409,SHP-2409,2024-04-02,Local Carrier,"West Joseph, Martinique",In Transit,2022-10-31T19:04:22
1410,SHP-2410,2023-08-09,Local Carrier,"Lake Kennethton, Saint Kitts and Nevis",Cancelled,2023-03-09T12:24:17
1411,SHP-2411,2023-06-25,Maersk,"Amandaton, Cambodia",Cancelled,2022-08-19T07:40:36
1412,SHP-2412,2022-09-15,UPS,"Guzmanview, Bermuda",In Transit,2022-07-14T05:28:04
1413,SHP-2413,2021-04-10,UPS,"West Katherinemouth, Malawi",In Transit,2025-01-23T08:39:13
1414,SHP-2414,2024-10-27,Local Carrier,"Reillyland, Singapore",Delivered,2023-05-21T01:36:35
1415,SHP-2415,2025-10-23,Maersk,"Jonesmouth, Barbados",Delivered,2024-05-14T14:01:03
1416,SHP-2416,2022-06-29,DHL,"Lake Kristyland, Germany",In Transit,2023-07-22T00:48:03
1417,SHP-2417,2023-11-21,DHL,"North Ashley, Gabon",Pending,2024-02-06T12:08:21
1418,SHP-2418,2025-08-13,UPS,"North Keithton, Ethiopia",In Transit,2021-12-29T03:51:30
1419,SHP-2419,2022-12-26,Local Carrier,"Port Dianeton, Sao Tome and Principe",Delivered,2021-01-04T04:18:42
1420,SHP-2420,2024-11-16,FedEx,"Gomezton, Zambia",In Transit,2022-07-29T10:11:05
1421,SHP-2421,2023-05-12,Local Carrier,"Markfurt, Tonga",Delivered,2023-12-15T02:33:37
1422,SHP-2422,2023-10-29,Local Carrier,"Port Robertmouth, Grenada",Pending,2024-03-27T23:51:24
1423,SHP-2423,2022-01-30,Local Carrier,"Connorstad, Guernsey",In Transit,2024-08-17T01:37:21
1424,SHP-2424,2024-08-22,Maersk,"Butlerfurt, Togo",Pending,2025-03-05T01:33:11
1425,SHP-2425,2023-10-11,UPS,"Andrewhaven, Saint Martin",In Transit,2023-01-15T11:56:20
1426,SHP-2426,2025-07-16,Local Carrier,"West Garrettton, Ukraine",Pending,2023-05-06T02:42:29
1427,SHP-2427,2024-06-14,UPS,"Davidside, Argentina",Pending,2024-12-22T00:29:44
1428,SHP-2428,2024-10-10,FedEx,"West Brian, Tajikistan",Pending,2023-06-03T20:08:21
1429,SHP-2429,2023-09-26,Maersk,"Bowmanbury, Guinea-Bissau",Delivered,2021-05-31T19:33:04
1430,SHP-2430,2021-08-08,UPS,"Debrafurt, American Samoa",Cancelled,2020-12-23T02:44:37
1431,SHP-2431,2021-05-01,DHL,"South Henry, British Indian Ocean Territory (Chagos Archipelago)",Cancelled,2022-07-07T01:42:59
1432,SHP-2432,2021-01-04,Local Carrier,"Lake Jennifer, Fiji",Pending,2021-06-18T21:25:10
1433,SHP-2433,2023-01-15,DHL,"Lake Richardburgh, Bahrain",Pending,2021-07-21T16:52:50
1434,SHP-2434,2022-04-10,Local Carrier,"Watsonton, New Caledonia",Delivered,2021-01-12T03:23:45
1435,SHP-2435,2023-09-12,DHL,"Carterfurt, Algeria",Cancelled,2024-09-08T01:26:39
1436,SHP-2436,2021-01-03,Maersk,"South Ethanmouth, Liechtenstein",Pending,2021-10-02T11:40:48
1437,SHP-2437,2025-01-29,Local Carrier,"West Jacob, San Marino",Delivered,2025-07-18T04:16:33
1438,SHP-2438,2021-07-21,FedEx,"Lake Martha, Kazakhstan",Cancelled,2023-01-05T23:40:51
1439,SHP-2439,2020-12-14,DHL,"Levyside, Morocco",Delivered,2021-08-24T11:24:28
1440,SHP-2440,2022-07-28,Local Carrier,"New Johnborough, Finland",In Transit,2021-10-15T22:51:14
1441,SHP-2441,2022-06-23,FedEx,"South Phyllis, Suriname",Cancelled,2023-12-15T08:58:24
1442,SHP-2442,2021-12-01,DHL,"Port Sharonmouth, Pakistan",In Transit,2021-01-24T04:19:10
1443,SHP-2443,2021-05-02,Maersk,"Simsbury, Malawi",Cancelled,2024-10-25T17:51:00
1444,SHP-2444,2023-06-29,Maersk,"Tylerton, Vanuatu",In Transit,2024-10-28T11:41:02
1445,SHP-2445,2023-01-10,DHL,"Byrdberg, Saint Vincent and the Grenadines",In Transit,2022-10-03T17:12:03
1446,SHP-2446,2024-07-22,Maersk,"Hudsonmouth, Italy",Delivered,2024-06-26T18:58:17
1447,SHP-2447,2024-11-23,Local Carrier,"South Jeffrey, Iceland",In Transit,2024-01-26T10:29:57
1448,SHP-2448,2022-09-08,Maersk,"North Kayla, Chile",In Transit,2024-08-24T06:10:03
1449,SHP-2449,2025-01-01,Maersk,"West Sean, Mauritania",Pending,2023-02-07T09:01:23
1450,SHP-2450,2021-08-30,Maersk,"South Jack, Liechtenstein",In Transit,2024-06-18T21:57:01
1451,SHP-2451,2021-08-04,Maersk,"Bankston, India",In Transit,2023-07-24T21:36:01
1452,SHP-2452,2024-01-20,Local Carrier,"Woodardport, Mexico",In Transit,2023-02-08T23:08:00
1453,SHP-2453,2023-10-29,DHL,"North Scottbury, Guatemala",Delivered,2025-01-08T22:55:13
1454,SHP-2454,2024-06-06,FedEx,"Port Debbiemouth, Equatorial Guinea",Cancelled,2025-04-19T23:14:28
1455,SHP-2455,2025-09-30,Local Carrier,"North Austinbury, Iraq",Delivered,2025-08-01T21:48:37
1456,SHP-2456,2020-12-25,Maersk,"Grantchester, Bulgaria",In Transit,2025-10-30T03:18:32
1457,SHP-2457,2024-12-29,UPS,"Davismouth, Kazakhstan",Cancelled,2023-04-22T11:14:20
1458,SHP-2458,2022-09-17,Local Carrier,"Robertport, Bermuda",Cancelled,2021-03-17T19:54:52
1459,SHP-2459,2020-12-11,Local Carrier,"Gabrielville, Armenia",In Transit,2023-05-31T18:46:08
1460,SHP-2460,2023-09-30,DHL,"South Michellefort, Vanuatu",Pending,2023-01-04T20:29:09
1461,SHP-2461,2023-09-06,Maersk,"South Joshua, Nicaragua",Cancelled,2023-03-16T07:48:52
1462,SHP-2462,2023-11-29,FedEx,"Thompsonburgh, Latvia",Cancelled,2023-10-28T23:07:41
1463,SHP-2463,2025-04-09,Maersk,"Lake Adam, French Guiana",Delivered,2021-10-20T02:59:14
1464,SHP-2464,2021-01-04,DHL,"Port Elizabethbury, Sweden",In Transit,2023-08-18T07:53:37
1465,SHP-2465,2022-03-21,Maersk,"Kevinberg, Saint Kitts and Nevis",Pending,2024-12-11T00:18:03
1466,SHP-2466,2022-10-14,Local Carrier,"Martinezstad, Sri Lanka",Cancelled,2022-02-06T00:29:31
1467,SHP-2467,2025-08-07,UPS,"South Kenneth, Holy See (Vatican City State)",Cancelled,2021-11-05T14:13:16
1468,SHP-2468,2025-01-23,DHL,"Barberport, Bhutan",Cancelled,2024-10-20T04:52:18
1469,SHP-2469,2020-12-16,Local Carrier,"Port Christopher, Peru",Delivered,2024-01-21T08:34:58
1470,SHP-2470,2023-09-15,UPS,"Jennifermouth, Congo",Pending,2023-03-23T22:50:37
1471,SHP-2471,2023-10-31,Local Carrier,"Jenniferside, Ukraine",In Transit,2023-09-06T17:20:21
1472,SHP-2472,2022-07-13,Maersk,"Port Phillip, Yemen",Delivered,2022-06-19T12:19:36
1473,SHP-2473,2023-01-05,FedEx,"New Kellytown, Isle of Man",In Transit,2024-05-02T12:23:29
1474,SHP-2474,2022-07-27,UPS,"Biancaview, Mauritania",In Transit,2023-10-12T19:33:47
1475,SHP-2475,2021-07-14,FedEx,"Lewistown, Faroe Islands",Pending,2021-01-19T15:46:22
1476,SHP-2476,2024-08-26,Local Carrier,"South Heathershire, Dominican Republic",Delivered,2024-05-17T20:00:08
1477,SHP-2477,2025-08-31,Maersk,"Frankview, Cambodia",Cancelled,2023-06-07T07:11:37
1478,SHP-2478,2021-08-22,UPS,"East Danielland, North Macedonia",Delivered,2023-11-08T08:45:40
1479,SHP-2479,2022-05-22,UPS,"South Garrett, Spain",In Transit,2023-09-28T18:36:36
1480,SHP-2480,2020-12-28,DHL,"Kennedymouth, Holy See (Vatican City State)",Cancelled,2021-04-14T19:51:08
1481,SHP-2481,2022-07-30,UPS,"West Richard, United States of America",In Transit,2022-12-31T15:52:28
1482,SHP-2482,2025-04-03,Local Carrier,"New Jamiemouth, Burkina Faso",Cancelled,2024-03-03T14:17:10
1483,SHP-2483,2025-01-21,UPS,"Lake Alantown, Jersey",Cancelled,2020-11-17T16:17:51
1484,SHP-2484,2022-01-04,Local Carrier,"Port Claytonside, Papua New Guinea",Delivered,2025-04-30T21:25:21
1485,SHP-2485,2022-02-18,UPS,"East Sarahfort, Venezuela",In Transit,2023-06-14T08:11:48
1486,SHP-2486,2023-01-26,Maersk,"Lake Michelleside, Solomon Islands",Delivered,2022-05-10T16:34:17
1487,SHP-2487,2021-08-16,DHL,"Patriciaburgh, Solomon Islands",Cancelled,2025-01-25T00:10:46
1488,SHP-2488,2022-01-25,Local Carrier,"Donaldbury, French Guiana",Pending,2024-06-04T04:14:36
1489,SHP-2489,2025-01-10,Maersk,"Lake Joel, Sudan",Cancelled,2023-03-27T16:13:34
1490,SHP-2490,2023-07-29,UPS,"Loritown, Ghana",Cancelled,2025-02-22T13:53:00
1491,SHP-2491,2022-04-06,Local Carrier,"West Christopher, Lithuania",Delivered,2024-07-18T08:10:26
1492,SHP-2492,2023-03-12,UPS,"Dustinport, Saudi Arabia",Pending,2022-12-28T06:29:19
1493,SHP-2493,2023-08-20,Maersk,"Brianatown, Congo",Pending,2023-07-10T09:18:19
1494,SHP-2494,2025-05-21,FedEx,"Wrightstad, Austria",Delivered,2024-02-19T11:16:24
1495,SHP-2495,2022-01-18,UPS,"Ortizfurt, Norfolk Island",Cancelled,2022-07-26T19:25:59
1496,SHP-2496,2025-04-22,Maersk,"Lake Paul, Brazil",Cancelled,2024-10-10T21:11:00
1497,SHP-2497,2021-12-09,DHL,"North Tyler, Pitcairn Islands",Delivered,2024-01-29T15:34:33
1498,SHP-2498,2022-11-28,UPS,"North Jesuston, Bahrain",Delivered,2021-10-29T13:18:55
1499,SHP-2499,2022-01-01,DHL,"Williamsburgh, China",In Transit,2021-02-20T04:02:20
1500,SHP-2500,2024-03-22,Maersk,"New Morgan, Saint Vincent and the Grenadines",Delivered,2022-09-12T11:09:34
1501,SHP-2501,2024-12-23,DHL,"North Michael, Israel",Cancelled,2023-05-16T12:07:38
1502,SHP-2502,2025-01-27,UPS,"Brittanyburgh, Congo",Cancelled,2021-09-02T01:31:42
1503,SHP-2503,2024-06-11,Maersk,"North Daniellechester, Yemen",In Transit,2025-07-06T21:22:59
1504,SHP-2504,2020-12-17,FedEx,"East Jacobstad, Netherlands",Cancelled,2022-04-20T12:23:17
1505,SHP-2505,2024-05-22,Local Carrier,"West Rebeccaville, Czech Republic",In Transit,2024-11-24T13:13:36
1506,SHP-2506,2022-10-25,Maersk,"Port Steventon, Bangladesh",In Transit,2023-07-08T08:43:41
1507,SHP-2507,2024-10-10,Maersk,"Cervantesside, Saint Martin",Cancelled,2022-04-24T11:11:23
1508,SHP-2508,2024-11-08,Maersk,"North Andre, Serbia",Delivered,2023-06-14T14:27:04
1509,SHP-2509,2025-09-20,FedEx,"North Amanda, Malta",Pending,2024-06-27T13:04:39
1510,SHP-2510,2021-06-11,FedEx,"Catherineland, Korea",In Transit,2021-06-28T16:26:18
1511,SHP-2511,2024-12-31,FedEx,"Michaelhaven, Belize",In Transit,2024-07-01T05:17:03
1512,SHP-2512,2023-06-04,FedEx,"West Ann, Moldova",Cancelled,2021-09-07T11:24:03
1513,SHP-2513,2021-10-18,Maersk,"Floreshaven, Aruba",Delivered,2022-05-21T05:40:36
1514,SHP-2514,2024-09-08,DHL,"Valerieview, Ireland",Pending,2025-07-01T12:14:12
1515,SHP-2515,2025-06-14,Local Carrier,"North Heather, Greece",Delivered,2025-10-10T08:14:24
1516,SHP-2516,2021-05-11,Maersk,"Dukeborough, Romania",Cancelled,2022-04-23T15:47:16
1517,SHP-2517,2025-09-07,UPS,"Jeromeview, Niger",Delivered,2024-06-09T06:19:15
1518,SHP-2518,2023-09-21,FedEx,"West Alyssaborough, Korea",Pending,2022-01-12T17:24:17
1519,SHP-2519,2024-08-01,UPS,"East Georgemouth, South Africa",Delivered,2021-08-12T02:59:18
1520,SHP-2520,2023-01-03,Local Carrier,"Colemouth, Latvia",Delivered,2021-11-04T14:11:45
1521,SHP-2521,2021-05-01,DHL,"South Luke, Barbados",Delivered,2024-05-28T07:17:29
1522,SHP-2522,2024-07-08,Maersk,"New Jesseside, Swaziland",Pending,2021-04-08T11:06:33
1523,SHP-2523,2024-09-09,Maersk,"South Jonathan, Italy",Cancelled,2021-09-04T16:38:03
1524,SHP-2524,2022-05-06,UPS,"South Tammymouth, Mongolia",Cancelled,2024-09-01T19:07:49
1525,SHP-2525,2023-10-31,Maersk,"Jessicaview, Malawi",In Transit,2020-11-17T06:59:02
1526,SHP-2526,2022-02-14,DHL,"Lake Annachester, Falkland Islands (Malvinas)",Delivered,2023-12-01T14:09:35
1527,SHP-2527,2024-05-27,Maersk,"Justinmouth, Cambodia",Delivered,2024-05-16T07:26:34
1528,SHP-2528,2025-02-03,Local Carrier,"Port Lisa, Afghanistan",Delivered,2022-02-16T22:01:45
1529,SHP-2529,2021-08-24,UPS,"Allentown, Morocco",Pending,2025-10-26T01:39:06
1530,SHP-2530,2021-01-28,DHL,"Wardfort, Hong Kong",Cancelled,2022-02-13T13:58:25
1531,SHP-2531,2022-03-13,FedEx,"Jaredport, Kyrgyz Republic",Delivered,2024-02-07T15:50:33
1532,SHP-2532,2024-07-19,FedEx,"Smithfurt, Guadeloupe",Delivered,2025-10-26T11:12:04
1533,SHP-2533,2024-11-30,Maersk,"Amybury, Guatemala",Delivered,2025-03-30T22:20:07
1534,SHP-2534,2024-07-10,DHL,"Olsonshire, Luxembourg",Cancelled,2022-12-11T22:01:34
1535,SHP-2535,2020-11-22,Local Carrier,"Robertsville, Kyrgyz Republic",Cancelled,2021-10-26T13:55:42
1536,SHP-2536,2022-12-28,UPS,"Benjaminland, Maldives",In Transit,2023-07-28T20:16:23
1537,SHP-2537,2023-03-09,FedEx,"Lake Laurenmouth, Tajikistan",Pending,2023-05-10T22:22:07
1538,SHP-2538,2024-07-13,Local Carrier,"North Jessicahaven, Mauritius",Pending,2022-10-03T22:45:38
1539,SHP-2539,2022-03-18,DHL,"Lake Steven, Equatorial Guinea",Pending,2023-05-12T15:14:05
1540,SHP-2540,2025-04-23,UPS,"Brentmouth, Mali",Cancelled,2024-04-24T10:47:37
1541,SHP-2541,2023-07-26,Local Carrier,"Deannastad, Cuba",Cancelled,2022-04-27T04:45:46
1542,SHP-2542,2024-12-27,Maersk,"West Angela, Serbia",In Transit,2025-09-09T01:42:53
1543,SHP-2543,2023-11-23,Local Carrier,"Abbottberg, Anguilla",Pending,2023-03-12T10:11:47
1544,SHP-2544,2023-11-26,FedEx,"East Laurie, Central African Republic",In Transit,2024-11-09T10:41:29
1545,SHP-2545,2024-10-03,FedEx,"Williammouth, Montenegro",Pending,2025-02-04T15:40:13
1546,SHP-2546,2023-03-03,FedEx,"Eugenechester, Iraq",Pending,2023-03-13T03:39:35
1547,SHP-2547,2022-03-10,UPS,"Dennisview, United Arab Emirates",Delivered,2023-11-23T21:08:34
1548,SHP-2548,2023-03-08,UPS,"East Marisaview, Monaco",Delivered,2025-09-19T08:53:28
1549,SHP-2549,2024-02-11,Maersk,"New Courtney, Dominica",In Transit,2024-04-26T07:42:39
1550,SHP-2550,2021-08-26,DHL,"South Johnmouth, Papua New Guinea",Pending,2025-03-20T01:13:36
1551,SHP-2551,2025-01-04,Local Carrier,"Lake Amy, Cyprus",Pending,2025-06-10T02:50:27
1552,SHP-2552,2022-01-26,DHL,"Angelaburgh, Hong Kong",Delivered,2021-09-23T02:39:37
1553,SHP-2553,2024-05-12,Local Carrier,"Wiseview, United States Virgin Islands",Delivered,2025-03-27T02:46:36
1554,SHP-2554,2025-10-07,DHL,"Wardmouth, Tokelau",Pending,2022-11-04T09:40:17
